close,date,high,low,open
11.51,2019-11-07T20:05:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T20:10:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T20:15:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T20:20:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T20:25:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T20:30:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T20:35:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T20:40:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T20:45:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T20:50:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T20:55:00.000Z,11.51,11.51,11.51
11.51,2019-11-07T21:00:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T14:30:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T14:35:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T14:40:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T14:45:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T14:50:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T14:55:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T15:00:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T15:05:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T15:10:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T15:15:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T15:20:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T15:25:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T15:30:00.000Z,11.51,11.51,11.51
11.51,2019-11-08T15:35:00.000Z,11.51,11.51,11.51
11.85,2019-11-08T15:40:00.000Z,11.85,11.51,11.51
11.85,2019-11-08T15:45:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T15:50:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T15:55:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:00:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:05:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:10:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:15:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:20:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:25:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:30:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:35:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:40:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:45:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:50:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T16:55:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:00:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:05:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:10:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:15:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:20:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:25:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:30:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:35:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:40:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:45:00.000Z,11.85,11.85,11.85
11.85,2019-11-08T17:50:00.000Z,11.85,11.85,11.85
11.36,2019-11-08T17:55:00.000Z,11.85,11.305,11.85
11.42,2019-11-08T18:00:00.000Z,11.42,11.33,11.36
11.42,2019-11-08T18:05:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T18:10:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T18:15:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T18:20:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T18:25:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T18:30:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T18:35:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T18:40:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T18:45:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T18:50:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T18:55:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:00:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:05:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:10:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:15:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:20:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:25:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:30:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:35:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:40:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:45:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:50:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T19:55:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T20:00:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T20:05:00.000Z,11.42,11.42,11.42
11.42,2019-11-08T20:10:00.000Z,11.42,11.42,11.42
11.19,2019-11-08T20:15:00.000Z,11.42,11.19,11.42
11.19,2019-11-08T20:20:00.000Z,11.19,11.19,11.19
11.19,2019-11-08T20:25:00.000Z,11.19,11.19,11.19
11.19,2019-11-08T20:30:00.000Z,11.19,11.19,11.19
11.175,2019-11-08T20:35:00.000Z,11.19,11.175,11.19
11.175,2019-11-08T20:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-08T20:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-08T20:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-08T20:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-08T21:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T14:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T14:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T14:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T14:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T14:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T14:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T15:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T16:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T17:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T18:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T19:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T20:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-11T21:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T14:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T14:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T14:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T14:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T14:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T14:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T15:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T16:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T17:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T18:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T19:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T20:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-12T21:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T14:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T14:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T14:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T14:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T14:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T14:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T15:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T16:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T17:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T18:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:25:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:30:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:35:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:40:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:45:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:50:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T19:55:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T20:00:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T20:05:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T20:10:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T20:15:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T20:20:00.000Z,11.175,11.175,11.175
11.175,2019-11-13T20:25:00.000Z,11.175,11.175,11.175
11.225,2019-11-13T20:30:00.000Z,11.225,11.175,11.175
11.225,2019-11-13T20:35:00.000Z,11.225,11.225,11.225
11.225,2019-11-13T20:40:00.000Z,11.225,11.225,11.225
11.225,2019-11-13T20:45:00.000Z,11.225,11.225,11.225
11.225,2019-11-13T20:50:00.000Z,11.225,11.225,11.225
11.225,2019-11-13T20:55:00.000Z,11.225,11.225,11.225
11.225,2019-11-13T21:00:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T14:30:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T14:35:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T14:40:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T14:45:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T14:50:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T14:55:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:00:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:05:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:10:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:15:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:20:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:25:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:30:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:35:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:40:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:45:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:50:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T15:55:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:00:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:05:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:10:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:15:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:20:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:25:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:30:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:35:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:40:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:45:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:50:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T16:55:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:00:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:05:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:10:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:15:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:20:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:25:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:30:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:35:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:40:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:45:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:50:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T17:55:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:00:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:05:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:10:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:15:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:20:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:25:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:30:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:35:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:40:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:45:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:50:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T18:55:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T19:00:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T19:05:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T19:10:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T19:15:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T19:20:00.000Z,11.225,11.225,11.225
11.225,2019-11-14T19:25:00.000Z,11.225,11.225,11.225
